name,pointx_class,feature_easting,feature_northing,street_name,locality,geographic_county,postcode,admin_boundary,brand,FEATClass
Masons Arms,1020034,422495.4,433529.1,Lowtown,Pudsey,West Yorkshire,LS28 7AA,Leeds District,NA,Restaurants
Happy Garden,1020018,412248,435555.8,Haworth Road,Bradford,West Yorkshire,BD9 6NJ,Bradford District,NA,Takeaways
Olivetta,1020043,409321.6,425263.8,Princess Street,Halifax,West Yorkshire,HX1 1TS,Calderdale District,NA,Restaurants
Melones,1020018,414080.4,429714.7,Wibsey Park Avenue,Bradford,West Yorkshire,BD6 3QJ,Bradford District,NA,Takeaways
Best-One,9470699,414117.7,423329.7,Charles Street,Brighouse,West Yorkshire,HD6 2DX,Calderdale District,Best-One,Convenience Stores
Netty's Cakes,7400524,410303.7,432478.5,Green Lane,"Thornton, Bradford",West Yorkshire,BD13 3LU,Bradford District,NA,Speciality Outlets
Raheem Halal Meat,9470662,415032.9,436111.5,Aireville Road,Bradford,West Yorkshire,BD9 4HN,Bradford District,NA,Speciality Outlets
Cinamon,1020018,420751.1,426612.8,Oxford Road,"Gomersal, Cleckheaton",West Yorkshire,BD19 4JZ,Kirklees District,NA,Takeaways
The Bearded Sailor,1020020,422375,433360.3,Robin Lane,Pudsey,West Yorkshire,LS28 7BN,Leeds District,NA,Takeaways
Halfway Fisheries,1020020,420399,427895,Whitehall Road East,Bradford,West Yorkshire,BD11 2EQ,Kirklees District,NA,Takeaways
Tj's Celebration Cakes,7400524,417859.8,437421.6,Bradford Road,"Idle, Bradford",West Yorkshire,BD10 9LB,Bradford District,NA,Speciality Outlets
Costa Coffee,1020013,414801.8,437427.8,Market Street,Shipley,West Yorkshire,BD18 3QD,Bradford District,Costa,Cafes
Jade Garden,1020018,406378.8,441192.3,East Parade,Keighley,West Yorkshire,BD21 5HX,Bradford District,NA,Takeaways
The Good Egg,1020013,403327.9,444884.1,Steeton Grove,"Steeton, Keighley",West Yorkshire,BD20 6TT,Bradford District,NA,Cafes
Posh Nosh,1020018,403501,437207,Haworth,Keighley,West Yorkshire,BD22 8NJ,Bradford District,NA,Takeaways
Mill Lane,1020034,416695.4,432272,Mill Lane,Bradford,West Yorkshire,BD4 7BP,Bradford District,NA,Restaurants
Blend Cafe Bar,1020013,418941,425339,Cross Crown Street,Cleckheaton,West Yorkshire,BD19 3HW,Kirklees District,NA,Cafes
Bar Rocca,1020034,420281,445506.2,Orchard Gate,Otley,West Yorkshire,LS21 3NX,Leeds District,NA,Restaurants
Wilsons Sandwich Bar Ltd,1020013,412676.2,433180.4,Thornton Road,Bradford,West Yorkshire,BD8 0PA,Bradford District,NA,Cafes
The Station Pub,1020034,411723.8,447581.7,Station Road,Ilkley,West Yorkshire,LS29 8HA,Bradford District,NA,Restaurants
Asda Stores Ltd,9470819,414592.6,437376.4,Manor Lane,Shipley,West Yorkshire,BD18 3RY,Bradford District,Asda,Supermarkets
The Roebuck,1020034,420006.6,447570.6,Roebuck Terrace,"Newall With Clifton, Otley",North Yorkshire,LS21 2EY,Harrogate District,NA,Restaurants
Bangkok Thai Restaurant,1020043,416926.6,433074,East Parade,Bradford,West Yorkshire,BD1 5EE,Bradford District,NA,Restaurants
Costa Coffee,1020013,419048,437244,New Line,Bradford,West Yorkshire,BD10 0BX,Bradford District,Costa,Cafes
The Millers Bar,1020034,414513.3,422684.3,Briggate,Brighouse,West Yorkshire,HD6 1EB,Calderdale District,NA,Restaurants
Model Farm Shop Ltd,9470669,418902,429544,Toftshaw Lane,Bradford,West Yorkshire,BD4 6QR,Bradford District,NA,Speciality Outlets
Geoff's Cafe,1020013,418142.9,432311.9,Parry Lane,Bradford,West Yorkshire,BD4 8TJ,Bradford District,NA,Cafes
City Cafe,1020013,416196.1,433183.6,Kirkgate Market,Bradford,West Yorkshire,BD1 1TE,Bradford District,NA,Cafes
Eggfree Cake Box,7400524,418260,432926,Leeds Road,Bradford,West Yorkshire,BD3 8EY,Bradford District,Cake Box,Speciality Outlets
Undercliffe Service Station,9470699,418044,434579,Killinghall Road,Bradford,West Yorkshire,BD2 4SE,Bradford District,Texaco,Convenience Stores
Paprika,1020043,418048.3,435095.2,Harrogate Road,Bradford,West Yorkshire,BD2 3AX,Bradford District,NA,Restaurants
Re-fuel,1020013,418933.2,441975.9,Victoria Road,"Guiseley, Leeds",West Yorkshire,LS20 8DG,Leeds District,NA,Cafes
Rose's Cafe,1020013,414648.2,437624.4,Westgate,Shipley,West Yorkshire,BD18 3QX,Bradford District,NA,Cafes
O G S J Ltd,9470699,415544,440180.1,Hazel Heads,"Baildon, Shipley",West Yorkshire,BD17 6LJ,Bradford District,NA,NA
Coffee & Cake House,1020013,422094,434110.2,Richardshaw Lane,"Stanningley, Pudsey",West Yorkshire,LS28 6AA,Leeds District,NA,Cafes
Bar 26,1020034,411710.3,447731.7,Brook Street,Ilkley,West Yorkshire,LS29 8DE,Bradford District,NA,Restaurants
Kashmiri Aroma,1020043,414873,447193,Coutances Way,"Burley in Wharfedale, Ilkley",West Yorkshire,LS29 7HQ,Bradford District,NA,Restaurants
North's S K,9470665,414637.2,422890.1,Commercial Street,Brighouse,West Yorkshire,HD6 1AF,Calderdale District,NA,Speciality Outlets
Gelato Passion,1020013,418808.2,433114.4,Leeds Road,Bradford,West Yorkshire,BD3 8LG,Bradford District,NA,Cafes
Hightown Stores,9470699,418194,424301,NA,Liversedge,West Yorkshire,WF15 8HU,Kirklees District,NA,NA
Tesco Express,9470699,417802,434697,Otley Road,Bradford,West Yorkshire,BD2 4QF,Bradford District,Tesco Express,Supermarkets
Cap & Collar,1020034,413643.6,437653.7,Queens Road,Shipley,West Yorkshire,BD18 4SJ,Bradford District,NA,Restaurants
The Royalty,1020034,420548.3,444007.8,Yorkgate,Otley,West Yorkshire,LS21 3DG,Leeds District,NA,Restaurants
Costa Coffee,1020013,419549,441406,Leeds Road,Leeds,West Yorkshire,LS20 9NE,Leeds District,Costa,Cafes
Priestley Fish,9470666,416046.2,433368.2,John Street Market,Bradford,West Yorkshire,BD1 3ST,Bradford District,NA,Speciality Outlets
Sohaib Store,9470699,418493.6,433613.8,Killinghall Road,Bradford,West Yorkshire,BD3 7JE,Bradford District,NA,NA
Nafees,1020018,417787.6,434684.1,Otley Road,Bradford,West Yorkshire,BD2 4QF,Bradford District,NA,Takeaways
Tesco Express,9470699,417325,435417,Bolton Road,Bradford,West Yorkshire,BD2 4HP,Bradford District,Tesco Express,Supermarkets
Highcrest Retail Brands,9470663,418555.4,437449.7,Albion Road,"Greengates, Bradford",West Yorkshire,BD10 9TQ,Bradford District,NA,Speciality Outlets
Cookies,9470661,419096.9,441945.4,Otley Road,"Guiseley, Leeds",West Yorkshire,LS20 8AH,Leeds District,NA,Takeaways
Fresh Fillingz Sandwich Bar,1020018,413988,434414.4,Duckworth Lane,Bradford,West Yorkshire,BD9 5ES,Bradford District,NA,Takeaways
The Northern Public House,1020034,415307.3,429473,Halifax Road,Bradford,West Yorkshire,BD6 1JQ,Bradford District,NA,Restaurants
Sandy's Sandwich Shop,1020018,421290.2,434438.6,Beechwood Street,"Stanningley, Pudsey",West Yorkshire,LS28 6PS,Leeds District,NA,Takeaways
Quinta Bar & Grill,1020043,411725.9,447560.8,Wells Road,Ilkley,West Yorkshire,LS29 9JD,Bradford District,NA,Restaurants
Rehman's Fast Food,1020018,417852.5,434768,Otley Road,Bradford,West Yorkshire,BD2 4QL,Bradford District,NA,Takeaways
Krunchy Fast Food,1020018,409170.1,425214,Crown Street,Halifax,West Yorkshire,HX1 1JB,Calderdale District,NA,Takeaways
Askwith Arms,1020034,416796,448303,NA,"Askwith, Otley",North Yorkshire,LS21 2JQ,Harrogate District,NA,Restaurants
The Wee Bakery,9470661,412549.3,431679.2,Pasture Lane,"Clayton, Bradford",West Yorkshire,BD14 6LR,Bradford District,NA,Takeaways
The Fountain Head,1020034,407473.4,425945.2,Mount Pellon,Halifax,West Yorkshire,HX2 0EE,Calderdale District,NA,Restaurants
Robinsons Farm Shop,9470669,411470.2,427893.4,Score Hill,"Northowram, Halifax",West Yorkshire,HX3 7SH,Calderdale District,NA,Speciality Outlets
La Bake,7400524,418906.2,425986.2,Balme Road,Cleckheaton,West Yorkshire,BD19 4EW,Kirklees District,NA,Speciality Outlets
China,1020018,418765.8,435918.9,Harrogate Road,Bradford,West Yorkshire,BD2 3TB,Bradford District,NA,Takeaways
Aamir Khans,1020043,406670.6,441497.2,Bradford Road,Keighley,West Yorkshire,BD21 4BW,Bradford District,NA,Restaurants
La la's Restaurant,1020043,415029.7,432363.2,Great Horton Road,Bradford,West Yorkshire,BD7 1QJ,Bradford District,NA,Restaurants
Appetisers Sandwich Bar,1020018,414810.2,434715.5,Oak Lane,Bradford,West Yorkshire,BD9 4RE,Bradford District,NA,Takeaways
Thai Basil,1020043,418139.1,442382,Bradford Road,"Guiseley, Leeds",West Yorkshire,LS20 8NH,Leeds District,NA,Restaurants
The Bizaar,9470705,415980,433425,Simes Street,Bradford,West Yorkshire,BD1 3RB,Bradford District,NA,Speciality Outlets
Sandale Trust,1020013,413407,429755,Reevy Road West,Bradford,West Yorkshire,BD6 3LX,Bradford District,NA,Cafes
Domino's Pizza,1020018,415713,430257.7,Manchester Road,Bradford,West Yorkshire,BD5 8NN,Bradford District,Domino's Pizza,Takeaways
Nafees Bakers Ltd,9470661,414999.1,435862.8,Keighley Road,Bradford,West Yorkshire,BD9 4LH,Bradford District,NA,Takeaways
Sapore E'italia,9470665,409177.9,425129,George Street,Halifax,West Yorkshire,HX1 1HA,Calderdale District,NA,Speciality Outlets
Tesco Express,9470699,412581,425487,Leeds Road,Brighouse,West Yorkshire,HX3 8HQ,Calderdale District,Tesco Express,Supermarkets
The Vine Restaurant,1020043,411644.8,447660.4,The Grove Promenade,Ilkley,West Yorkshire,LS29 8AF,Bradford District,NA,Restaurants
Zandro's,1020018,414570.7,434548.6,Lilycroft Road,Bradford,West Yorkshire,BD9 5AD,Bradford District,NA,Takeaways
Krahi & Handi,1020043,413592.4,432017.2,Clayton Road,Bradford,West Yorkshire,BD7 2RD,Bradford District,NA,Restaurants
Jaynes' Sandwich Bar & Cakes,1020018,410525.2,439573.3,Old Main Street,Bingley,West Yorkshire,BD16 2RH,Bradford District,NA,Takeaways
Pizza Express,1020043,423545.4,427563.8,Holden ING Way,"Birstall, Batley",West Yorkshire,WF17 9AD,Kirklees District,Pizza Express,Restaurants
The Cake Maker Shop,7400524,414651.2,422869.8,Bradford Road,Brighouse,West Yorkshire,HD6 1RW,Calderdale District,NA,Speciality Outlets
Deli Chez,1020018,416201.8,433338.2,Darley Street,Bradford,West Yorkshire,BD1 3HN,Bradford District,NA,Takeaways
Tesco,9470819,412155,447584,Springs Lane,Ilkley,West Yorkshire,LS29 8UA,Bradford District,Tesco,Supermarkets
Caffe Nero,1020013,416402,433098,Market Street,Bradford,West Yorkshire,BD1 1LH,Bradford District,Caffe Nero,Cafes
Silsden Butchers,9470662,415369.9,437741,Thackley Old Road,Shipley,West Yorkshire,BD18 1BW,Bradford District,NA,Speciality Outlets
Agrani Indian Restaurant,1020043,405910.3,441065.8,High Street,Keighley,West Yorkshire,BD21 2LJ,Bradford District,NA,Restaurants
Pizza 1,1020018,416441.4,446447,Main Street,"Burley in Wharfedale, Ilkley",West Yorkshire,LS29 7JN,Bradford District,NA,Takeaways
Open Kitchen,1020018,419266.5,442213.5,Oxford Road,"Guiseley, Leeds",West Yorkshire,LS20 9AS,Leeds District,NA,Takeaways
The Top House,1020034,415861.7,429874.8,Manchester Road,Bradford,West Yorkshire,BD5 8NF,Bradford District,NA,Restaurants
Tesco Express,9470699,415638,429051,Huddersfield Road,"Low Moor, Bradford",West Yorkshire,BD12 0TQ,Bradford District,Tesco Express,Supermarkets
Bay Horse Inn,1020034,397481,443306,Keighley Road,"Cowling, Keighley",North Yorkshire,BD22 0AH,Craven District,NA,Restaurants
B B Q Hut,1020018,418536.2,434506.3,Gain Lane,"Fagley, Bradford",West Yorkshire,BD2 3LW,Bradford District,NA,Takeaways
Shezzaan's Restaurant,1020043,414175.1,429274.3,Halifax Road,Bradford,West Yorkshire,BD6 2LH,Bradford District,NA,Restaurants
The Hut,1020018,409166.8,425068.1,Rawson Street,Halifax,West Yorkshire,HX1 1NH,Calderdale District,NA,Takeaways
Habib Fastfood,1020018,418963.2,425337.3,Northgate,Cleckheaton,West Yorkshire,BD19 3HH,Kirklees District,NA,Takeaways
Subway,1020018,425079.1,433313,Pudsey Road,Leeds,West Yorkshire,LS13 4LS,Leeds District,Subway,Takeaways
White Horse Inn,1020034,413304.2,425849.5,Leeds Road,Halifax,West Yorkshire,HX3 8SX,Calderdale District,NA,Restaurants
The Raj,1020018,419365,433939.1,Leeds Road,Bradford,West Yorkshire,BD3 7DB,Bradford District,NA,Takeaways
Poppy Pickering,7400524,411777.9,447791,Leeds Road,Ilkley,West Yorkshire,LS29 8DJ,Bradford District,NA,Speciality Outlets
Mr Fish,1020020,414938.5,431128.3,Southfield Lane,Bradford,West Yorkshire,BD5 9HU,Bradford District,NA,Takeaways
Safilos,1020018,413937.1,434430,Duckworth Lane,Bradford,West Yorkshire,BD9 5HB,Bradford District,NA,Takeaways
Starbucks Coffee Co UK Ltd,1020013,423665,427583.9,Bankwood Way,"Birstall, Batley",West Yorkshire,WF17 9TB,Kirklees District,Starbucks Coffee,Cafes
Spice Fusion,1020018,407798.4,449755.5,Main Street,"Addingham, Ilkley",West Yorkshire,LS29 0LZ,Bradford District,NA,Takeaways
Infinite Vapour,9470699,415981.8,432672.9,Wilton Street,Bradford,West Yorkshire,BD5 0AX,Bradford District,NA,NA
The British Queen,1020034,415491.2,428856.5,Huddersfield Road,"Low Moor, Bradford",West Yorkshire,BD12 0TQ,Bradford District,NA,Restaurants
Fultons Foods,9470667,414712.3,422936.6,King Street,Brighouse,West Yorkshire,HD6 1NX,Calderdale District,Fultons Foods,Speciality Outlets
The Indian Restaurant & Takeaway,1020043,419937.6,434063.6,Bradford Road,Pudsey,West Yorkshire,LS28 8EE,Leeds District,NA,Restaurants
Brooks News,9470699,422233.6,433371.9,Church Lane,Pudsey,West Yorkshire,LS28 7LD,Leeds District,NA,NA
Mill Kitchen,1020013,421751,435331.3,Town Street,"Farsley, Pudsey",West Yorkshire,LS28 5UJ,Leeds District,NA,Cafes
Al-falah Supermarket,9470699,415822,434117,Manningham Lane,Bradford,West Yorkshire,BD8 7DT,Bradford District,NA,NA
The Curious Sweet Shop,9470663,413559,423823,221 Halifax Road,Brighouse,West Yorkshire,HD6 2QD,Calderdale District,NA,Speciality Outlets
Subway,1020018,417832.7,434730.6,Otley Road,Bradford,West Yorkshire,BD2 4QL,Bradford District,Subway,Takeaways
The Bay Horse Inn,1020034,403198.5,434846.1,Upper Town,"Oxenhope, Keighley",West Yorkshire,BD22 9LN,Bradford District,NA,Restaurants
Smkd,9470699,416196.1,433183.6,Kirkgate,Bradford,West Yorkshire,BD1 1QT,Bradford District,NA,NA
Multiflight Cafe Bar,1020013,422208.2,441042.6,NA,"Yeadon, Leeds",West Yorkshire,LS19 7UG,Leeds District,NA,Cafes
The Hudson's Arms,1020034,415275.1,441382.3,Mill Lane,"Hawksworth, Leeds",West Yorkshire,LS20 8PQ,Leeds District,NA,Restaurants
Dave's Village Bakery,9470661,410261.2,440585.8,Keighley Road,Bingley,West Yorkshire,BD16 2EZ,Bradford District,NA,Takeaways
Balti King,1020043,399259.1,449858.5,Keighley Road,Skipton,North Yorkshire,BD23 2TA,Craven District,NA,Restaurants
Jeremys @ the Boat House,1020034,414816,422740,NA,Brighouse,West Yorkshire,HD6 1PP,Calderdale District,NA,Restaurants
Deli Fresh,1020018,415848.9,430899.5,Manchester Road,Bradford,West Yorkshire,BD5 8DJ,Bradford District,NA,Takeaways
Nawaab,1020043,421070.9,429469.5,Westgate Hill Street,Bradford,West Yorkshire,BD4 0SB,Bradford District,NA,Restaurants
Hussein Food Store,9470662,415370.3,434416.6,Carlisle Road,Bradford,West Yorkshire,BD8 8AD,Bradford District,NA,Speciality Outlets
Piri Piri Chicken,1020043,418853.8,433147.9,Leeds Road,Bradford,West Yorkshire,BD3 8LF,Bradford District,NA,Restaurants
Casa Pizza,1020018,420622.5,441117.7,Kirk Lane,"Yeadon, Leeds",West Yorkshire,LS19 7EP,Leeds District,NA,Takeaways
A M P M Mini Market,9470699,416452.4,446313.2,Station Road,"Burley in Wharfedale, Ilkley",West Yorkshire,LS29 7NE,Bradford District,NA,NA
Arfan Local,9470699,414150.8,434424.1,Upper Woodlands Road,Bradford,West Yorkshire,BD8 9JQ,Bradford District,NA,NA
The Cake Emporium Ltd,7400524,412371.9,428699,Wade House Road,Halifax,West Yorkshire,HX3 7PB,Calderdale District,NA,Speciality Outlets
Mayas,1020018,418884.7,430371.7,Tong Street,Bradford,West Yorkshire,BD4 9QS,Bradford District,NA,Takeaways
Christophe's Coffee House,1020013,409871.2,432674.5,Thornton Road,"Thornton, Bradford",West Yorkshire,BD13 3JX,Bradford District,NA,Cafes
Grandma Wild's,9470663,406115.3,441088.8,Low Street,Keighley,West Yorkshire,BD21 3PP,Bradford District,Grandma Wild's,Speciality Outlets
Burger King Ltd,1020018,406131,441153,Bow Street,Keighley,West Yorkshire,BD21 3QQ,Bradford District,Burger King,Takeaways
Heights Lane Food Store,9470699,412929.8,435295.4,Heights Lane,Bradford,West Yorkshire,BD9 6HZ,Bradford District,NA,NA
Zaffrain,1020043,415832.8,433469.8,Westgate,Bradford,West Yorkshire,BD1 2RN,Bradford District,NA,Restaurants
Namjai Thai,1020018,420179.8,445589,Manor Square,Otley,West Yorkshire,LS21 3AP,Leeds District,NA,Takeaways
Beefeater Grill,1020043,421715,440860,Yeadon,Leeds,West Yorkshire,LS19 7AW,Leeds District,Beefeater Grill,Restaurants
The Owl Inn,1020034,422302.4,436340.5,Rodley Lane,"Rodley, Leeds",West Yorkshire,LS13 1LB,Leeds District,NA,Restaurants
New Chef's,1020018,405924.5,440310.2,South Street,Keighley,West Yorkshire,BD21 1EN,Bradford District,NA,Takeaways
The Old Glen House,1020034,413331.8,438850.1,Prod Lane,"Baildon, Shipley",West Yorkshire,BD17 5BN,Bradford District,NA,Restaurants
Nafees Bakery,9470661,415355.6,433771.5,White Abbey Road,Bradford,West Yorkshire,BD8 8DR,Bradford District,NA,Takeaways
A F C,1020018,412299.4,433328.2,The Square,Bradford,West Yorkshire,BD8 0QB,Bradford District,NA,Takeaways
Fresh Fried Chicken,1020018,414247.7,431547.9,Southfield Lane,Bradford,West Yorkshire,BD7 3DN,Bradford District,NA,Takeaways
Kaykashan Roti House,1020018,415208.4,434369.6,Carlisle Place,Bradford,West Yorkshire,BD8 8AZ,Bradford District,NA,Takeaways
Cafe Jo's,1020013,415373.3,428722,Huddersfield Road,"Low Moor, Bradford",West Yorkshire,BD12 0TJ,Bradford District,NA,Cafes
Pieros,1020018,423437.5,433988.4,Swinnow Lane,Leeds,West Yorkshire,LS13 4RJ,Leeds District,NA,Takeaways
C R E 8,9470672,415777.1,432560.4,Morley Street,Bradford,West Yorkshire,BD7 1BE,Bradford District,NA,Speciality Outlets
Ambala Foods Ltd,9470663,415051.1,432347.2,Great Horton Road,Bradford,West Yorkshire,BD7 1RP,Bradford District,Ambala,Speciality Outlets
Asda Stores Ltd,9470819,415215.5,431728,Canterbury Avenue,Bradford,West Yorkshire,BD5 0PX,Bradford District,Asda,Supermarkets
Pickle Bridge Sandwich Hut,1020018,415141.9,422866.7,Clifton Common,Brighouse,West Yorkshire,HD6 1QW,Calderdale District,NA,Takeaways
The Boathouse Inn,1020034,413897.1,438193.4,Victoria Road,Shipley,West Yorkshire,BD18 3LA,Bradford District,NA,Restaurants
Rocca Restaurant,1020043,411108.5,432722.4,Thornton Road,"Thornton, Bradford",West Yorkshire,BD13 3AS,Bradford District,NA,Restaurants
The Old Dolphin,1020034,411490.4,430511.4,Highgate Road,"Queensbury, Bradford",West Yorkshire,BD13 1DR,Bradford District,NA,Restaurants
The Beck,1020034,414562.4,423612.5,Bradford Road,Brighouse,West Yorkshire,HD6 4AS,Calderdale District,NA,Restaurants
Asda Stores Ltd,9470819,419151.6,437256.8,New Line,Bradford,West Yorkshire,BD10 0BU,Bradford District,Asda,Supermarkets
Mango Takeaway,1020018,417280.2,435375.8,Bolton Road,Bradford,West Yorkshire,BD2 4HP,Bradford District,NA,Takeaways
North Bar Social,1020034,420233,445389.2,Bondgate,Otley,West Yorkshire,LS21 3AB,Leeds District,NA,Restaurants
The Co-operative,9470819,408068.9,449729.1,Main Street,"Addingham, Ilkley",West Yorkshire,LS29 0LY,Bradford District,The Co-operative,Supermarkets
Quality Veg,9470669,417050.4,432582.9,Essex Street,Bradford,West Yorkshire,BD4 7PN,Bradford District,NA,Speciality Outlets
George & Dragon,1020034,414023.7,431428.5,Great Horton Road,Bradford,West Yorkshire,BD7 4EY,Bradford District,NA,Restaurants
Kool Skoops,1020018,415741.2,434266.2,Manningham Lane,Bradford,West Yorkshire,BD8 7DT,Bradford District,NA,Takeaways
New Dolphin Inn,1020034,409402.5,429703.8,Ford,"Queensbury, Bradford",West Yorkshire,BD13 2BH,Bradford District,NA,Restaurants
East European Food Centre,9470699,414295.4,433692.2,Whetley Lane,Bradford,West Yorkshire,BD8 9EG,Bradford District,NA,NA
Deli Xtra,9470665,405675.9,441421,Belgrave Road,Keighley,West Yorkshire,BD21 2DF,Bradford District,NA,Speciality Outlets
Curry Corner Silsden,1020043,404208.2,446216.5,Kirkgate,"Silsden, Keighley",West Yorkshire,BD20 0AL,Bradford District,NA,Restaurants
Ammaans Grill House,1020043,415096.6,432986.6,Legrams Lane,Bradford,West Yorkshire,BD7 1ND,Bradford District,NA,Restaurants
Route 59 Cafe,1020013,405897.7,453532,NA,"Bolton Abbey, Skipton",North Yorkshire,BD23 6AF,Craven District,NA,Cafes
The Old Ship Inn,1020034,414542.8,422786.3,Bethel Street,Brighouse,West Yorkshire,HD6 1JN,Calderdale District,NA,Restaurants
Rotirooms,1020018,413974.9,434341.1,Girlington Road,Bradford,West Yorkshire,BD8 9NX,Bradford District,NA,Takeaways
The Green Chilli Food to Go,1020018,419049.4,441974.4,Otley Road,"Guiseley, Leeds",West Yorkshire,LS20 8AH,Leeds District,NA,Takeaways
Munch Box,1020018,417536.4,432065.2,Wakefield Road,Bradford,West Yorkshire,BD4 7NB,Bradford District,NA,Takeaways
Poundbakery,9470661,416288,433187,Kirkgate,Bradford,West Yorkshire,BD1 1QT,Bradford District,Poundbakery,Takeaways
Poundbakery,9470661,409307.8,425192.6,Corn Market,Halifax,West Yorkshire,HX1 1TH,Calderdale District,Poundbakery,Takeaways
Shipley Indoor Market Hall,9470705,414725.5,437568.2,Kirkgate,Shipley,West Yorkshire,BD18 3QU,Bradford District,NA,Speciality Outlets
Amaan Grill House,1020018,416310.5,431548.8,Gaythorne Road,Bradford,West Yorkshire,BD5 7ES,Bradford District,NA,Takeaways
Tong Fried Chicken,1020043,418458,430567,Railway Street,Bradford,West Yorkshire,BD4 6HS,Bradford District,NA,Restaurants
The Silver Birch,1020034,418332.1,426643.9,Centurion Way,Cleckheaton,West Yorkshire,BD19 3QB,Kirklees District,Marstons,Restaurants
Asda Stores Ltd,9470819,415436.3,426861.4,Town Gate,"Wyke, Bradford",West Yorkshire,BD12 9JQ,Bradford District,Asda,Supermarkets
Bow Legged with Brass,1020034,409145,425072.8,George Street,Halifax,West Yorkshire,HX1 1HA,Calderdale District,Amber Taverns,Restaurants
Cafe Route 609,1020013,415267.4,427086.2,Huddersfield Road,"Wyke, Bradford",West Yorkshire,BD12 8HJ,Bradford District,NA,Cafes
Baba Jaga Polska,9470669,419048.7,430270.9,Tong Street,Bradford,West Yorkshire,BD4 9QY,Bradford District,NA,Speciality Outlets
Rizzy's Munch Box,1020018,414163.6,432536.7,Legrams Lane,Bradford,West Yorkshire,BD7 2EJ,Bradford District,NA,Takeaways
Krispy Kreme Doughnuts,9470661,423664.3,427579.6,Bankwood Way,Batley,West Yorkshire,WF17 9TB,Kirklees District,Krispy Kreme,Takeaways
The Royal,1020034,415617.8,428296.7,Wooller Road,"Low Moor, Bradford",West Yorkshire,BD12 0RR,Bradford District,NA,Restaurants
Brewers Fayre,1020043,418457,426725,Whitehall Road,Cleckheaton,West Yorkshire,BD19 6HG,Kirklees District,Brewers Fayre,Restaurants
J B Wilkinson & Sons (Quality Butchers) Ltd,9470662,420829.9,439803.6,Harrogate Road,"Rawdon, Leeds",West Yorkshire,LS19 6HW,Leeds District,J B Wilkinson & Sons,Speciality Outlets
Taking the Pizza,1020018,421675,435052.7,Town Street,"Farsley, Pudsey",West Yorkshire,LS28 5EN,Leeds District,NA,Takeaways
Costa Coffee,1020013,406147,441135,Airedale Centre,Keighley,West Yorkshire,BD21 3PX,Bradford District,Costa,Cafes
Christos Sandwich Shop,1020018,417770.9,435417.8,Undercliffe Road,Bradford,West Yorkshire,BD2 3BN,Bradford District,NA,Takeaways
Costa Coffee,1020013,416317.2,433899.4,Valley Road,Bradford,West Yorkshire,BD1 4RN,Bradford District,Costa,Cafes
Coffee Culture Catering,1020013,410663,425749,Godley Lane,Halifax,West Yorkshire,HX3 6XG,Calderdale District,NA,Cafes
The New Prospect Inn,1020034,409530.4,425952.7,Range Bank,Halifax,West Yorkshire,HX3 6JR,Calderdale District,NA,Restaurants
Quix,9470699,416483.2,436793.9,Wrose Road,Bradford,West Yorkshire,BD2 1PT,Bradford District,NA,NA
Costa Coffee,1020013,423605,427808,Holden ING Way,"Birstall, Batley",West Yorkshire,WF17 9DT,Kirklees District,Costa,Cafes
Sweet Centre Restaurant,1020043,415687,433901,Lumb Lane,Bradford,West Yorkshire,BD8 7RS,Bradford District,NA,Restaurants
Tiffin Sandwiches Ltd,1020018,417030,428469,Commondale Way,"Euroway Industrial Estate, Bradford",West Yorkshire,BD4 6SF,Bradford District,NA,Takeaways
Pizza Avellino,1020018,415012.9,430083,High Street,"Wibsey, Bradford",West Yorkshire,BD6 1JU,Bradford District,NA,Takeaways
The Acorn Inn,1020034,412526.3,440655.3,The Green,"Eldwick, Bingley",West Yorkshire,BD16 3AW,Bradford District,NA,Restaurants
Rajaco Veg UK,9470669,417050.4,432582.9,Essex Street,Bradford,West Yorkshire,BD4 7PN,Bradford District,NA,Speciality Outlets
Leeds Road Mini Market,9470699,419062.8,433507,Leeds Road,Bradford,West Yorkshire,BD3 8JB,Bradford District,NA,NA
Mrs Beighton's Sweet Shop,9470663,402988.3,437241.4,Main Street,"Haworth, Keighley",West Yorkshire,BD22 8DP,Bradford District,NA,Speciality Outlets
The Co-operative,9470819,412984,435269,High Park Drive,Bradford,West Yorkshire,BD9 6HX,Bradford District,The Co-operative,Supermarkets
East Bar Lounge Grill,1020043,422115,434143,Richardshaw Lane,"Stanningley, Pudsey",West Yorkshire,LS28 6BN,Leeds District,NA,Restaurants
McColl's,9470699,415453.6,439731,Northgate,"Baildon, Shipley",West Yorkshire,BD17 6JX,Bradford District,Martin McColl Ltd,Convenience Stores
Nando's,1020043,409314.6,425417,Broad Street Plaza,Halifax,West Yorkshire,HX1 1UX,Calderdale District,Nando's,Restaurants
Sylhet Balti Bangladesh Cuisine,1020018,398956.7,446907.6,Main Street,"Cononley, Keighley",North Yorkshire,BD20 8LJ,Craven District,NA,Takeaways
Eight Sixteen Coffee Co,1020013,409661,425118,Square Road,Halifax,West Yorkshire,HX1 1QG,Calderdale District,NA,Cafes
Pizza Express,1020043,409314.6,425417,Broad Street Plaza,Halifax,West Yorkshire,HX1 1UX,Calderdale District,Pizza Express,Restaurants
Costcutter,9470699,414709.1,437939.6,Salts Mill Road,Shipley,West Yorkshire,BD17 7EF,Bradford District,Costcutter,Convenience Stores
